,receivedAt,protocolVersion_mean,deviceId_mean,photosyntheticallyActiveRadiation_mean,protocolVersion_max,deviceId_max,photosyntheticallyActiveRadiation_max,protocolVersion_min,deviceId_min,photosyntheticallyActiveRadiation_min
6856,2025-04-12 14:00:00+00:00,2,21455,507.8,2,21455,666.5,2,21455,362.5
6857,2025-04-12 15:00:00+00:00,2,21455,376.3,2,21455,445.9,2,21455,318.6
6858,2025-04-12 16:00:00+00:00,2,21455,109.5666667,2,21455,116.3,2,21455,100.7
6859,2025-04-12 17:00:00+00:00,2,21455,33.9,2,21455,68.7,2,21455,6.4
6860,2025-04-12 18:00:00+00:00,2,21455,0.3,2,21455,0.9,2,21455,0
6861,2025-04-12 19:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6862,2025-04-12 20:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6863,2025-04-12 21:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6864,2025-04-12 22:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6865,2025-04-12 23:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6866,2025-04-13 00:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6867,2025-04-13 01:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6868,2025-04-13 02:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6869,2025-04-13 03:00:00+00:00,2,21455,0,2,21455,0,2,21455,0
6870,2025-04-13 04:00:00+00:00,2,21455,0.6,2,21455,1.8,2,21455,0
6871,2025-04-13 05:00:00+00:00,2,21455,14.63333333,2,21455,25.6,2,21455,6.4
6872,2025-04-13 06:00:00+00:00,2,21455,39.36666667,2,21455,44.9,2,21455,30.2
6873,2025-04-13 07:00:00+00:00,2,21455,66.23333333,2,21455,105.3,2,21455,39.4
